"","ASV_code","Sample","Count","Relative_Abundance"
"2671","ASV446","SCF049-1",0,0
"2672","ASV446","SCF049-2",67,0.000214097180947268
"2673","ASV446","SCF049-3",0,0
"2674","ASV446","SCF055-1",0,0
"2675","ASV446","SCF055-4",0,0
"2676","ASV446","SCF055-5",0,0
"2677","ASV447","SCF049-1",0,0
"2678","ASV447","SCF049-2",67,0.000214097180947268
"2679","ASV447","SCF049-3",0,0
"2680","ASV447","SCF055-1",0,0
"2681","ASV447","SCF055-4",0,0
"2682","ASV447","SCF055-5",0,0
"2683","ASV448","SCF049-1",0,0
"2684","ASV448","SCF049-2",0,0
"2685","ASV448","SCF049-3",0,0
"2686","ASV448","SCF055-1",67,0.000284199363732768
"2687","ASV448","SCF055-4",0,0
"2688","ASV448","SCF055-5",0,0
"2689","ASV449","SCF049-1",0,0
"2690","ASV449","SCF049-2",0,0
"2691","ASV449","SCF049-3",0,0
"2692","ASV449","SCF055-1",67,0.000284199363732768
"2693","ASV449","SCF055-4",0,0
"2694","ASV449","SCF055-5",0,0
"2695","ASV450","SCF049-1",0,0
"2696","ASV450","SCF049-2",0,0
"2697","ASV450","SCF049-3",0,0
"2698","ASV450","SCF055-1",0,0
"2699","ASV450","SCF055-4",67,0.000102213455257204
"2700","ASV450","SCF055-5",0,0
"2701","ASV451","SCF049-1",0,0
"2702","ASV451","SCF049-2",0,0
"2703","ASV451","SCF049-3",0,0
"2704","ASV451","SCF055-1",0,0
"2705","ASV451","SCF055-4",67,0.000102213455257204
"2706","ASV451","SCF055-5",0,0
"2707","ASV452","SCF049-1",0,0
"2708","ASV452","SCF049-2",0,0
"2709","ASV452","SCF049-3",0,0
"2710","ASV452","SCF055-1",0,0
"2711","ASV452","SCF055-4",0,0
"2712","ASV452","SCF055-5",67,0.000159232262833051
"2713","ASV453","SCF049-1",0,0
"2714","ASV453","SCF049-2",0,0
"2715","ASV453","SCF049-3",0,0
"2716","ASV453","SCF055-1",0,0
"2717","ASV453","SCF055-4",0,0
"2718","ASV453","SCF055-5",67,0.000159232262833051
"2719","ASV454","SCF049-1",0,0
"2720","ASV454","SCF049-2",0,0
"2721","ASV454","SCF049-3",0,0
"2722","ASV454","SCF055-1",0,0
"2723","ASV454","SCF055-4",0,0
"2724","ASV454","SCF055-5",67,0.000159232262833051
"2725","ASV455","SCF049-1",0,0
"2726","ASV455","SCF049-2",66,0.000210901700634622
"2727","ASV455","SCF049-3",0,0
"2728","ASV455","SCF055-1",0,0
"2729","ASV455","SCF055-4",0,0
"2730","ASV455","SCF055-5",0,0
"2731","ASV456","SCF049-1",0,0
"2732","ASV456","SCF049-2",0,0
"2733","ASV456","SCF049-3",66,0.000138973407649012
"2734","ASV456","SCF055-1",0,0
"2735","ASV456","SCF055-4",0,0
"2736","ASV456","SCF055-5",0,0
"2737","ASV457","SCF049-1",0,0
"2738","ASV457","SCF049-2",0,0
"2739","ASV457","SCF049-3",0,0
"2740","ASV457","SCF055-1",66,0.000279957582184518
"2741","ASV457","SCF055-4",0,0
"2742","ASV457","SCF055-5",0,0
"2743","ASV458","SCF049-1",0,0
"2744","ASV458","SCF049-2",0,0
"2745","ASV458","SCF049-3",0,0
"2746","ASV458","SCF055-1",0,0
"2747","ASV458","SCF055-4",65,9.91623073390786e-05
"2748","ASV458","SCF055-5",0,0
"2749","ASV459","SCF049-1",0,0
"2750","ASV459","SCF049-2",64,0.000204510740009331
"2751","ASV459","SCF049-3",0,0
"2752","ASV459","SCF055-1",0,0
"2753","ASV459","SCF055-4",0,0
"2754","ASV459","SCF055-5",0,0
"2755","ASV460","SCF049-1",0,0
"2756","ASV460","SCF049-2",0,0
"2757","ASV460","SCF049-3",64,0.000134762092265709
"2758","ASV460","SCF055-1",0,0
"2759","ASV460","SCF055-4",0,0
"2760","ASV460","SCF055-5",0,0
"2761","ASV461","SCF049-1",0,0
"2762","ASV461","SCF049-2",0,0
"2763","ASV461","SCF049-3",0,0
"2764","ASV461","SCF055-1",64,0.000271474019088017
"2765","ASV461","SCF055-4",0,0
"2766","ASV461","SCF055-5",0,0
"2767","ASV462","SCF049-1",0,0
"2768","ASV462","SCF049-2",0,0
"2769","ASV462","SCF049-3",0,0
"2770","ASV462","SCF055-1",0,0
"2771","ASV462","SCF055-4",64,9.76367333800159e-05
"2772","ASV462","SCF055-5",0,0
"2773","ASV463","SCF049-1",0,0
"2774","ASV463","SCF049-2",0,0
"2775","ASV463","SCF049-3",0,0
"2776","ASV463","SCF055-1",0,0
"2777","ASV463","SCF055-4",64,9.76367333800159e-05
"2778","ASV463","SCF055-5",0,0
"2779","ASV464","SCF049-1",0,0
"2780","ASV464","SCF049-2",0,0
"2781","ASV464","SCF049-3",0,0
"2782","ASV464","SCF055-1",0,0
"2783","ASV464","SCF055-4",0,0
"2784","ASV464","SCF055-5",64,0.000152102460019631
"2785","ASV465","SCF049-1",0,0
"2786","ASV465","SCF049-2",63,0.000201315259696685
"2787","ASV465","SCF049-3",0,0
"2788","ASV465","SCF055-1",0,0
"2789","ASV465","SCF055-4",0,0
"2790","ASV465","SCF055-5",0,0
"2791","ASV466","SCF049-1",0,0
"2792","ASV466","SCF049-2",63,0.000201315259696685
"2793","ASV466","SCF049-3",0,0
"2794","ASV466","SCF055-1",0,0
"2795","ASV466","SCF055-4",0,0
"2796","ASV466","SCF055-5",0,0
"2797","ASV467","SCF049-1",0,0
"2798","ASV467","SCF049-2",0,0
"2799","ASV467","SCF049-3",63,0.000132656434574057
"2800","ASV467","SCF055-1",0,0
"2801","ASV467","SCF055-4",0,0
"2802","ASV467","SCF055-5",0,0
"2803","ASV468","SCF049-1",0,0
"2804","ASV468","SCF049-2",0,0
"2805","ASV468","SCF049-3",0,0
"2806","ASV468","SCF055-1",0,0
"2807","ASV468","SCF055-4",63,9.61111594209532e-05
"2808","ASV468","SCF055-5",0,0
"2809","ASV469","SCF049-1",62,6.58597081990025e-05
"2810","ASV469","SCF049-2",0,0
"2811","ASV469","SCF049-3",0,0
"2812","ASV469","SCF055-1",0,0
"2813","ASV469","SCF055-4",0,0
"2814","ASV469","SCF055-5",0,0
"2815","ASV470","SCF049-1",62,6.58597081990025e-05
"2816","ASV470","SCF049-2",0,0
"2817","ASV470","SCF049-3",0,0
"2818","ASV470","SCF055-1",0,0
"2819","ASV470","SCF055-4",0,0
"2820","ASV470","SCF055-5",0,0
"2821","ASV471","SCF049-1",62,6.58597081990025e-05
"2822","ASV471","SCF049-2",0,0
"2823","ASV471","SCF049-3",0,0
"2824","ASV471","SCF055-1",0,0
"2825","ASV471","SCF055-4",0,0
"2826","ASV471","SCF055-5",0,0
"2827","ASV472","SCF049-1",0,0
"2828","ASV472","SCF049-2",0,0
"2829","ASV472","SCF049-3",62,0.000130550776882405
"2830","ASV472","SCF055-1",0,0
"2831","ASV472","SCF055-4",0,0
"2832","ASV472","SCF055-5",0,0
"2833","ASV473","SCF049-1",0,0
"2834","ASV473","SCF049-2",0,0
"2835","ASV473","SCF049-3",0,0
"2836","ASV473","SCF055-1",0,0
"2837","ASV473","SCF055-4",0,0
"2838","ASV473","SCF055-5",62,0.000147349258144017
"2839","ASV474","SCF049-1",61,6.47974548409541e-05
"2840","ASV474","SCF049-2",0,0
"2841","ASV474","SCF049-3",0,0
"2842","ASV474","SCF055-1",0,0
"2843","ASV474","SCF055-4",0,0
"2844","ASV474","SCF055-5",0,0
"2845","ASV475","SCF049-1",0,0
"2846","ASV475","SCF049-2",61,0.000194924299071393
"2847","ASV475","SCF049-3",0,0
"2848","ASV475","SCF055-1",0,0
"2849","ASV475","SCF055-4",0,0
"2850","ASV475","SCF055-5",0,0
"2851","ASV476","SCF049-1",0,0
"2852","ASV476","SCF049-2",61,0.000194924299071393
"2853","ASV476","SCF049-3",0,0
"2854","ASV476","SCF055-1",0,0
"2855","ASV476","SCF055-4",0,0
"2856","ASV476","SCF055-5",0,0
"2857","ASV477","SCF049-1",0,0
"2858","ASV477","SCF049-2",0,0
"2859","ASV477","SCF049-3",61,0.000128445119190754
"2860","ASV477","SCF055-1",0,0
"2861","ASV477","SCF055-4",0,0
"2862","ASV477","SCF055-5",0,0
"2863","ASV478","SCF049-1",0,0
"2864","ASV478","SCF049-2",0,0
"2865","ASV478","SCF049-3",0,0
"2866","ASV478","SCF055-1",61,0.000258748674443266
"2867","ASV478","SCF055-4",0,0
"2868","ASV478","SCF055-5",0,0
"2869","ASV479","SCF049-1",0,0
"2870","ASV479","SCF049-2",0,0
"2871","ASV479","SCF049-3",0,0
"2872","ASV479","SCF055-1",0,0
"2873","ASV479","SCF055-4",0,0
"2874","ASV479","SCF055-5",61,0.000144972657206211
"2875","ASV480","SCF049-1",60,6.37352014829057e-05
"2876","ASV480","SCF049-2",0,0
"2877","ASV480","SCF049-3",0,0
"2878","ASV480","SCF055-1",0,0
"2879","ASV480","SCF055-4",0,0
"2880","ASV480","SCF055-5",0,0
"2881","ASV481","SCF049-1",0,0
"2882","ASV481","SCF049-2",0,0
"2883","ASV481","SCF049-3",60,0.000126339461499102
"2884","ASV481","SCF055-1",0,0
"2885","ASV481","SCF055-4",0,0
"2886","ASV481","SCF055-5",0,0
"2887","ASV482","SCF049-1",0,0
"2888","ASV482","SCF049-2",0,0
"2889","ASV482","SCF049-3",60,0.000126339461499102
"2890","ASV482","SCF055-1",0,0
"2891","ASV482","SCF055-4",0,0
"2892","ASV482","SCF055-5",0,0
"2893","ASV483","SCF049-1",0,0
"2894","ASV483","SCF049-2",0,0
"2895","ASV483","SCF049-3",0,0
"2896","ASV483","SCF055-1",0,0
"2897","ASV483","SCF055-4",60,9.15344375437649e-05
"2898","ASV483","SCF055-5",0,0
"2899","ASV484","SCF049-1",0,0
"2900","ASV484","SCF049-2",0,0
"2901","ASV484","SCF049-3",0,0
"2902","ASV484","SCF055-1",0,0
"2903","ASV484","SCF055-4",60,9.15344375437649e-05
"2904","ASV484","SCF055-5",0,0
"2905","ASV485","SCF049-1",0,0
"2906","ASV485","SCF049-2",0,0
"2907","ASV485","SCF049-3",0,0
"2908","ASV485","SCF055-1",0,0
"2909","ASV485","SCF055-4",0,0
"2910","ASV485","SCF055-5",60,0.000142596056268404
"2911","ASV486","SCF049-1",0,0
"2912","ASV486","SCF049-2",59,0.000188533338446102
"2913","ASV486","SCF049-3",0,0
"2914","ASV486","SCF055-1",0,0
"2915","ASV486","SCF055-4",0,0
"2916","ASV486","SCF055-5",0,0
"2917","ASV487","SCF049-1",0,0
"2918","ASV487","SCF049-2",59,0.000188533338446102
"2919","ASV487","SCF049-3",0,0
"2920","ASV487","SCF055-1",0,0
"2921","ASV487","SCF055-4",0,0
"2922","ASV487","SCF055-5",0,0
"2923","ASV488","SCF049-1",0,0
"2924","ASV488","SCF049-2",59,0.000188533338446102
"2925","ASV488","SCF049-3",0,0
"2926","ASV488","SCF055-1",0,0
"2927","ASV488","SCF055-4",0,0
"2928","ASV488","SCF055-5",0,0
"2929","ASV489","SCF049-1",0,0
"2930","ASV489","SCF049-2",59,0.000188533338446102
"2931","ASV489","SCF049-3",0,0
"2932","ASV489","SCF055-1",0,0
"2933","ASV489","SCF055-4",0,0
"2934","ASV489","SCF055-5",0,0
"2935","ASV490","SCF049-1",0,0
"2936","ASV490","SCF049-2",59,0.000188533338446102
"2937","ASV490","SCF049-3",0,0
"2938","ASV490","SCF055-1",0,0
"2939","ASV490","SCF055-4",0,0
"2940","ASV490","SCF055-5",0,0
"2941","ASV491","SCF049-1",0,0
"2942","ASV491","SCF049-2",58,0.000185337858133456
"2943","ASV491","SCF049-3",0,0
"2944","ASV491","SCF055-1",0,0
"2945","ASV491","SCF055-4",0,0
"2946","ASV491","SCF055-5",0,0
"2947","ASV492","SCF049-1",0,0
"2948","ASV492","SCF049-2",58,0.000185337858133456
"2949","ASV492","SCF049-3",0,0
"2950","ASV492","SCF055-1",0,0
"2951","ASV492","SCF055-4",0,0
"2952","ASV492","SCF055-5",0,0
"2953","ASV493","SCF049-1",0,0
"2954","ASV493","SCF049-2",58,0.000185337858133456
"2955","ASV493","SCF049-3",0,0
"2956","ASV493","SCF055-1",0,0
"2957","ASV493","SCF055-4",0,0
"2958","ASV493","SCF055-5",0,0
"2959","ASV494","SCF049-1",0,0
"2960","ASV494","SCF049-2",58,0.000185337858133456
"2961","ASV494","SCF049-3",0,0
"2962","ASV494","SCF055-1",0,0
"2963","ASV494","SCF055-4",0,0
"2964","ASV494","SCF055-5",0,0
"2965","ASV495","SCF049-1",0,0
"2966","ASV495","SCF049-2",58,0.000185337858133456
"2967","ASV495","SCF049-3",0,0
"2968","ASV495","SCF055-1",0,0
"2969","ASV495","SCF055-4",0,0
"2970","ASV495","SCF055-5",0,0
"2971","ASV496","SCF049-1",0,0
"2972","ASV496","SCF049-2",58,0.000185337858133456
"2973","ASV496","SCF049-3",0,0
"2974","ASV496","SCF055-1",0,0
"2975","ASV496","SCF055-4",0,0
"2976","ASV496","SCF055-5",0,0
"2977","ASV497","SCF049-1",0,0
"2978","ASV497","SCF049-2",0,0
"2979","ASV497","SCF049-3",58,0.000122128146115799
"2980","ASV497","SCF055-1",0,0
"2981","ASV497","SCF055-4",0,0
"2982","ASV497","SCF055-5",0,0
"2983","ASV498","SCF049-1",0,0
"2984","ASV498","SCF049-2",0,0
"2985","ASV498","SCF049-3",0,0
"2986","ASV498","SCF055-1",0,0
"2987","ASV498","SCF055-4",0,0
"2988","ASV498","SCF055-5",58,0.00013784285439279
"2989","ASV499","SCF049-1",0,0
"2990","ASV499","SCF049-2",0,0
"2991","ASV499","SCF049-3",0,0
"2992","ASV499","SCF055-1",0,0
"2993","ASV499","SCF055-4",0,0
"2994","ASV499","SCF055-5",58,0.00013784285439279
"2995","ASV500","SCF049-1",0,0
"2996","ASV500","SCF049-2",0,0
"2997","ASV500","SCF049-3",0,0
"2998","ASV500","SCF055-1",0,0
"2999","ASV500","SCF055-4",0,0
"3000","ASV500","SCF055-5",58,0.00013784285439279
"3001","ASV501","SCF049-1",0,0
"3002","ASV501","SCF049-2",0,0
"3003","ASV501","SCF049-3",0,0
"3004","ASV501","SCF055-1",0,0
"3005","ASV501","SCF055-4",0,0
"3006","ASV501","SCF055-5",58,0.00013784285439279
"3007","ASV502","SCF049-1",0,0
"3008","ASV502","SCF049-2",0,0
"3009","ASV502","SCF049-3",57,0.000120022488424147
"3010","ASV502","SCF055-1",0,0
"3011","ASV502","SCF055-4",0,0
"3012","ASV502","SCF055-5",0,0
"3013","ASV503","SCF049-1",0,0
"3014","ASV503","SCF049-2",0,0
"3015","ASV503","SCF049-3",0,0
"3016","ASV503","SCF055-1",57,0.000241781548250265
"3017","ASV503","SCF055-4",0,0
"3018","ASV503","SCF055-5",0,0
"3019","ASV504","SCF049-1",0,0
"3020","ASV504","SCF049-2",0,0
"3021","ASV504","SCF049-3",0,0
"3022","ASV504","SCF055-1",0,0
"3023","ASV504","SCF055-4",57,8.69577156665767e-05
"3024","ASV504","SCF055-5",0,0
"3025","ASV505","SCF049-1",0,0
"3026","ASV505","SCF049-2",0,0
"3027","ASV505","SCF049-3",0,0
"3028","ASV505","SCF055-1",0,0
"3029","ASV505","SCF055-4",57,8.69577156665767e-05
"3030","ASV505","SCF055-5",0,0
"3031","ASV506","SCF049-1",0,0
"3032","ASV506","SCF049-2",0,0
"3033","ASV506","SCF049-3",0,0
"3034","ASV506","SCF055-1",0,0
"3035","ASV506","SCF055-4",57,8.69577156665767e-05
"3036","ASV506","SCF055-5",0,0
"3037","ASV507","SCF049-1",0,0
"3038","ASV507","SCF049-2",0,0
"3039","ASV507","SCF049-3",0,0
"3040","ASV507","SCF055-1",0,0
"3041","ASV507","SCF055-4",57,8.69577156665767e-05
"3042","ASV507","SCF055-5",0,0
"3043","ASV508","SCF049-1",0,0
"3044","ASV508","SCF049-2",0,0
"3045","ASV508","SCF049-3",0,0
"3046","ASV508","SCF055-1",0,0
"3047","ASV508","SCF055-4",0,0
"3048","ASV508","SCF055-5",57,0.000135466253454984
"3049","ASV509","SCF049-1",56,5.9486188050712e-05
"3050","ASV509","SCF049-2",0,0
"3051","ASV509","SCF049-3",0,0
"3052","ASV509","SCF055-1",0,0
"3053","ASV509","SCF055-4",0,0
"3054","ASV509","SCF055-5",0,0
"3055","ASV510","SCF049-1",56,5.9486188050712e-05
"3056","ASV510","SCF049-2",0,0
"3057","ASV510","SCF049-3",0,0
"3058","ASV510","SCF055-1",0,0
"3059","ASV510","SCF055-4",0,0
"3060","ASV510","SCF055-5",0,0
"3061","ASV511","SCF049-1",56,5.9486188050712e-05
"3062","ASV511","SCF049-2",0,0
"3063","ASV511","SCF049-3",0,0
"3064","ASV511","SCF055-1",0,0
"3065","ASV511","SCF055-4",0,0
"3066","ASV511","SCF055-5",0,0
"3067","ASV512","SCF049-1",56,5.9486188050712e-05
"3068","ASV512","SCF049-2",0,0
"3069","ASV512","SCF049-3",0,0
"3070","ASV512","SCF055-1",0,0
"3071","ASV512","SCF055-4",0,0
"3072","ASV512","SCF055-5",0,0
"3073","ASV513","SCF049-1",55,5.84239346926635e-05
"3074","ASV513","SCF049-2",0,0
"3075","ASV513","SCF049-3",0,0
"3076","ASV513","SCF055-1",0,0
"3077","ASV513","SCF055-4",0,0
"3078","ASV513","SCF055-5",0,0
"3079","ASV514","SCF049-1",0,0
"3080","ASV514","SCF049-2",55,0.000175751417195519
"3081","ASV514","SCF049-3",0,0
"3082","ASV514","SCF055-1",0,0
"3083","ASV514","SCF055-4",0,0
"3084","ASV514","SCF055-5",0,0
"3085","ASV515","SCF049-1",0,0
"3086","ASV515","SCF049-2",0,0
"3087","ASV515","SCF049-3",0,0
"3088","ASV515","SCF055-1",0,0
"3089","ASV515","SCF055-4",55,8.39065677484512e-05
"3090","ASV515","SCF055-5",0,0
"3091","ASV516","SCF049-1",0,0
"3092","ASV516","SCF049-2",0,0
"3093","ASV516","SCF049-3",0,0
"3094","ASV516","SCF055-1",0,0
"3095","ASV516","SCF055-4",55,8.39065677484512e-05
"3096","ASV516","SCF055-5",0,0
"3097","ASV517","SCF049-1",0,0
"3098","ASV517","SCF049-2",0,0
"3099","ASV517","SCF049-3",0,0
"3100","ASV517","SCF055-1",0,0
"3101","ASV517","SCF055-4",0,0
"3102","ASV517","SCF055-5",55,0.00013071305157937
"3103","ASV518","SCF049-1",0,0
"3104","ASV518","SCF049-2",0,0
"3105","ASV518","SCF049-3",0,0
"3106","ASV518","SCF055-1",54,0.000229056203605514
"3107","ASV518","SCF055-4",0,0
"3108","ASV518","SCF055-5",0,0
"3109","ASV519","SCF049-1",0,0
"3110","ASV519","SCF049-2",0,0
"3111","ASV519","SCF049-3",0,0
"3112","ASV519","SCF055-1",54,0.000229056203605514
"3113","ASV519","SCF055-4",0,0
"3114","ASV519","SCF055-5",0,0
"3115","ASV520","SCF049-1",0,0
"3116","ASV520","SCF049-2",0,0
"3117","ASV520","SCF049-3",0,0
"3118","ASV520","SCF055-1",0,0
"3119","ASV520","SCF055-4",54,8.23809937893884e-05
"3120","ASV520","SCF055-5",0,0
"3121","ASV521","SCF049-1",0,0
"3122","ASV521","SCF049-2",0,0
"3123","ASV521","SCF049-3",0,0
"3124","ASV521","SCF055-1",0,0
"3125","ASV521","SCF055-4",0,0
"3126","ASV521","SCF055-5",54,0.000128336450641563
"3127","ASV522","SCF049-1",0,0
"3128","ASV522","SCF049-2",0,0
"3129","ASV522","SCF049-3",0,0
"3130","ASV522","SCF055-1",0,0
"3131","ASV522","SCF055-4",0,0
"3132","ASV522","SCF055-5",54,0.000128336450641563
"3133","ASV523","SCF049-1",53,5.62994279765667e-05
"3134","ASV523","SCF049-2",0,0
"3135","ASV523","SCF049-3",0,0
"3136","ASV523","SCF055-1",0,0
"3137","ASV523","SCF055-4",0,0
"3138","ASV523","SCF055-5",0,0
"3139","ASV524","SCF049-1",0,0
"3140","ASV524","SCF049-2",53,0.000169360456570227
"3141","ASV524","SCF049-3",0,0
"3142","ASV524","SCF055-1",0,0
"3143","ASV524","SCF055-4",0,0
"3144","ASV524","SCF055-5",0,0
"3145","ASV525","SCF049-1",0,0
"3146","ASV525","SCF049-2",53,0.000169360456570227
"3147","ASV525","SCF049-3",0,0
"3148","ASV525","SCF055-1",0,0
"3149","ASV525","SCF055-4",0,0
"3150","ASV525","SCF055-5",0,0
"3151","ASV526","SCF049-1",0,0
"3152","ASV526","SCF049-2",0,0
"3153","ASV526","SCF049-3",53,0.00011159985765754
"3154","ASV526","SCF055-1",0,0
"3155","ASV526","SCF055-4",0,0
"3156","ASV526","SCF055-5",0,0
"3157","ASV527","SCF049-1",0,0
"3158","ASV527","SCF049-2",0,0
"3159","ASV527","SCF049-3",0,0
"3160","ASV527","SCF055-1",53,0.000224814422057264
"3161","ASV527","SCF055-4",0,0
"3162","ASV527","SCF055-5",0,0
"3163","ASV528","SCF049-1",0,0
"3164","ASV528","SCF049-2",0,0
"3165","ASV528","SCF049-3",0,0
"3166","ASV528","SCF055-1",53,0.000224814422057264
"3167","ASV528","SCF055-4",0,0
"3168","ASV528","SCF055-5",0,0
"3169","ASV529","SCF049-1",0,0
"3170","ASV529","SCF049-2",0,0
"3171","ASV529","SCF049-3",0,0
"3172","ASV529","SCF055-1",0,0
"3173","ASV529","SCF055-4",53,8.08554198303257e-05
"3174","ASV529","SCF055-5",0,0
"3175","ASV530","SCF049-1",0,0
"3176","ASV530","SCF049-2",0,0
"3177","ASV530","SCF049-3",0,0
"3178","ASV530","SCF055-1",0,0
"3179","ASV530","SCF055-4",0,0
"3180","ASV530","SCF055-5",53,0.000125959849703757
"3181","ASV531","SCF049-1",0,0
"3182","ASV531","SCF049-2",0,0
"3183","ASV531","SCF049-3",0,0
"3184","ASV531","SCF055-1",0,0
"3185","ASV531","SCF055-4",0,0
"3186","ASV531","SCF055-5",53,0.000125959849703757
"3187","ASV532","SCF049-1",0,0
"3188","ASV532","SCF049-2",0,0
"3189","ASV532","SCF049-3",0,0
"3190","ASV532","SCF055-1",52,0.000220572640509014
"3191","ASV532","SCF055-4",0,0
"3192","ASV532","SCF055-5",0,0
"3193","ASV533","SCF049-1",0,0
"3194","ASV533","SCF049-2",0,0
"3195","ASV533","SCF049-3",0,0
"3196","ASV533","SCF055-1",52,0.000220572640509014
"3197","ASV533","SCF055-4",0,0
"3198","ASV533","SCF055-5",0,0
"3199","ASV534","SCF049-1",0,0
"3200","ASV534","SCF049-2",0,0
"3201","ASV534","SCF049-3",0,0
"3202","ASV534","SCF055-1",0,0
"3203","ASV534","SCF055-4",52,7.93298458712629e-05
"3204","ASV534","SCF055-5",0,0
"3205","ASV535","SCF049-1",0,0
"3206","ASV535","SCF049-2",0,0
"3207","ASV535","SCF049-3",0,0
"3208","ASV535","SCF055-1",0,0
"3209","ASV535","SCF055-4",52,7.93298458712629e-05
"3210","ASV535","SCF055-5",0,0
"3211","ASV536","SCF049-1",0,0
"3212","ASV536","SCF049-2",0,0
"3213","ASV536","SCF049-3",0,0
"3214","ASV536","SCF055-1",0,0
"3215","ASV536","SCF055-4",52,7.93298458712629e-05
"3216","ASV536","SCF055-5",0,0
"3217","ASV537","SCF049-1",51,5.41749212604698e-05
"3218","ASV537","SCF049-2",0,0
"3219","ASV537","SCF049-3",0,0
"3220","ASV537","SCF055-1",0,0
"3221","ASV537","SCF055-4",0,0
"3222","ASV537","SCF055-5",0,0
"3223","ASV538","SCF049-1",0,0
"3224","ASV538","SCF049-2",51,0.000162969495944935
"3225","ASV538","SCF049-3",0,0
"3226","ASV538","SCF055-1",0,0
"3227","ASV538","SCF055-4",0,0
"3228","ASV538","SCF055-5",0,0
"3229","ASV539","SCF049-1",0,0
"3230","ASV539","SCF049-2",0,0
"3231","ASV539","SCF049-3",0,0
"3232","ASV539","SCF055-1",0,0
"3233","ASV539","SCF055-4",51,7.78042719122002e-05
"3234","ASV539","SCF055-5",0,0
"3235","ASV540","SCF049-1",0,0
"3236","ASV540","SCF049-2",0,0
"3237","ASV540","SCF049-3",0,0
"3238","ASV540","SCF055-1",0,0
"3239","ASV540","SCF055-4",0,0
"3240","ASV540","SCF055-5",51,0.000121206647828143
"3241","ASV541","SCF049-1",0,0
"3242","ASV541","SCF049-2",0,0
"3243","ASV541","SCF049-3",0,0
"3244","ASV541","SCF055-1",0,0
"3245","ASV541","SCF055-4",0,0
"3246","ASV541","SCF055-5",51,0.000121206647828143
"3247","ASV542","SCF049-1",0,0
"3248","ASV542","SCF049-2",0,0
"3249","ASV542","SCF049-3",0,0
"3250","ASV542","SCF055-1",0,0
"3251","ASV542","SCF055-4",0,0
"3252","ASV542","SCF055-5",51,0.000121206647828143
"3253","ASV543","SCF049-1",50,5.31126679024214e-05
"3254","ASV543","SCF049-2",0,0
"3255","ASV543","SCF049-3",0,0
"3256","ASV543","SCF055-1",0,0
"3257","ASV543","SCF055-4",0,0
"3258","ASV543","SCF055-5",0,0
"3259","ASV544","SCF049-1",0,0
"3260","ASV544","SCF049-2",50,0.00015977401563229
"3261","ASV544","SCF049-3",0,0
"3262","ASV544","SCF055-1",0,0
"3263","ASV544","SCF055-4",0,0
"3264","ASV544","SCF055-5",0,0
"3265","ASV545","SCF049-1",0,0
"3266","ASV545","SCF049-2",50,0.00015977401563229
"3267","ASV545","SCF049-3",0,0
"3268","ASV545","SCF055-1",0,0
"3269","ASV545","SCF055-4",0,0
"3270","ASV545","SCF055-5",0,0
"3271","ASV546","SCF049-1",0,0
"3272","ASV546","SCF049-2",0,0
"3273","ASV546","SCF049-3",50,0.000105282884582585
"3274","ASV546","SCF055-1",0,0
"3275","ASV546","SCF055-4",0,0
"3276","ASV546","SCF055-5",0,0
"3277","ASV547","SCF049-1",0,0
"3278","ASV547","SCF049-2",0,0
"3279","ASV547","SCF049-3",0,0
"3280","ASV547","SCF055-1",50,0.000212089077412513
"3281","ASV547","SCF055-4",0,0
"3282","ASV547","SCF055-5",0,0
"3283","ASV548","SCF049-1",0,0
"3284","ASV548","SCF049-2",0,0
"3285","ASV548","SCF049-3",0,0
"3286","ASV548","SCF055-1",50,0.000212089077412513
"3287","ASV548","SCF055-4",0,0
"3288","ASV548","SCF055-5",0,0
"3289","ASV549","SCF049-1",0,0
"3290","ASV549","SCF049-2",0,0
"3291","ASV549","SCF049-3",0,0
"3292","ASV549","SCF055-1",0,0
"3293","ASV549","SCF055-4",0,0
"3294","ASV549","SCF055-5",50,0.000118830046890337
"3295","ASV550","SCF049-1",0,0
"3296","ASV550","SCF049-2",0,0
"3297","ASV550","SCF049-3",0,0
"3298","ASV550","SCF055-1",0,0
"3299","ASV550","SCF055-4",0,0
"3300","ASV550","SCF055-5",50,0.000118830046890337
"3301","ASV551","SCF049-1",0,0
"3302","ASV551","SCF049-2",49,0.000156578535319644
"3303","ASV551","SCF049-3",0,0
"3304","ASV551","SCF055-1",0,0
"3305","ASV551","SCF055-4",0,0
"3306","ASV551","SCF055-5",0,0
"3307","ASV552","SCF049-1",0,0
"3308","ASV552","SCF049-2",49,0.000156578535319644
"3309","ASV552","SCF049-3",0,0
"3310","ASV552","SCF055-1",0,0
"3311","ASV552","SCF055-4",0,0
"3312","ASV552","SCF055-5",0,0
"3313","ASV553","SCF049-1",0,0
"3314","ASV553","SCF049-2",49,0.000156578535319644
"3315","ASV553","SCF049-3",0,0
"3316","ASV553","SCF055-1",0,0
"3317","ASV553","SCF055-4",0,0
"3318","ASV553","SCF055-5",0,0
"3319","ASV554","SCF049-1",0,0
"3320","ASV554","SCF049-2",49,0.000156578535319644
"3321","ASV554","SCF049-3",0,0
"3322","ASV554","SCF055-1",0,0
"3323","ASV554","SCF055-4",0,0
"3324","ASV554","SCF055-5",0,0
"3325","ASV555","SCF049-1",0,0
"3326","ASV555","SCF049-2",49,0.000156578535319644
"3327","ASV555","SCF049-3",0,0
