"","ASV_code","Sample","Count","Relative_Abundance"
"1337","ASV223","SCF055-4",0,0
"1338","ASV223","SCF055-5",0,0
"1339","ASV224","SCF049-1",0,0
"1340","ASV224","SCF049-2",0,0
"1341","ASV224","SCF049-3",147,0.0003095316806728
"1342","ASV224","SCF055-1",0,0
"1343","ASV224","SCF055-4",0,0
"1344","ASV224","SCF055-5",0,0
"1345","ASV225","SCF049-1",0,0
"1346","ASV225","SCF049-2",0,0
"1347","ASV225","SCF049-3",0,0
"1348","ASV225","SCF055-1",146,0.000619300106044539
"1349","ASV225","SCF055-4",0,0
"1350","ASV225","SCF055-5",0,0
"1351","ASV226","SCF049-1",0,0
"1352","ASV226","SCF049-2",0,0
"1353","ASV226","SCF049-3",0,0
"1354","ASV226","SCF055-1",0,0
"1355","ASV226","SCF055-4",0,0
"1356","ASV226","SCF055-5",146,0.000346983736919783
"1357","ASV227","SCF049-1",0,0
"1358","ASV227","SCF049-2",145,0.00046334464533364
"1359","ASV227","SCF049-3",0,0
"1360","ASV227","SCF055-1",0,0
"1361","ASV227","SCF055-4",0,0
"1362","ASV227","SCF055-5",0,0
"1363","ASV228","SCF049-1",0,0
"1364","ASV228","SCF049-2",0,0
"1365","ASV228","SCF049-3",145,0.000305320365289496
"1366","ASV228","SCF055-1",0,0
"1367","ASV228","SCF055-4",0,0
"1368","ASV228","SCF055-5",0,0
"1369","ASV229","SCF049-1",0,0
"1370","ASV229","SCF049-2",0,0
"1371","ASV229","SCF049-3",0,0
"1372","ASV229","SCF055-1",145,0.000615058324496288
"1373","ASV229","SCF055-4",0,0
"1374","ASV229","SCF055-5",0,0
"1375","ASV230","SCF049-1",0,0
"1376","ASV230","SCF049-2",0,0
"1377","ASV230","SCF049-3",0,0
"1378","ASV230","SCF055-1",145,0.000615058324496288
"1379","ASV230","SCF055-4",0,0
"1380","ASV230","SCF055-5",0,0
"1381","ASV231","SCF049-1",0,0
"1382","ASV231","SCF049-2",0,0
"1383","ASV231","SCF049-3",0,0
"1384","ASV231","SCF055-1",0,0
"1385","ASV231","SCF055-4",145,0.000221208224064099
"1386","ASV231","SCF055-5",0,0
"1387","ASV232","SCF049-1",144,0.000152964483558974
"1388","ASV232","SCF049-2",0,0
"1389","ASV232","SCF049-3",0,0
"1390","ASV232","SCF055-1",0,0
"1391","ASV232","SCF055-4",0,0
"1392","ASV232","SCF055-5",0,0
"1393","ASV233","SCF049-1",0,0
"1394","ASV233","SCF049-2",0,0
"1395","ASV233","SCF049-3",144,0.000303214707597845
"1396","ASV233","SCF055-1",0,0
"1397","ASV233","SCF055-4",0,0
"1398","ASV233","SCF055-5",0,0
"1399","ASV234","SCF049-1",0,0
"1400","ASV234","SCF049-2",0,0
"1401","ASV234","SCF049-3",0,0
"1402","ASV234","SCF055-1",0,0
"1403","ASV234","SCF055-4",144,0.000219682650105036
"1404","ASV234","SCF055-5",0,0
"1405","ASV235","SCF049-1",0,0
"1406","ASV235","SCF049-2",0,0
"1407","ASV235","SCF049-3",0,0
"1408","ASV235","SCF055-1",0,0
"1409","ASV235","SCF055-4",52,7.93298458712629e-05
"1410","ASV235","SCF055-5",92,0.000218647286278219
"1411","ASV236","SCF049-1",0,0
"1412","ASV236","SCF049-2",0,0
"1413","ASV236","SCF049-3",0,0
"1414","ASV236","SCF055-1",0,0
"1415","ASV236","SCF055-4",0,0
"1416","ASV236","SCF055-5",144,0.000342230535044169
"1417","ASV237","SCF049-1",0,0
"1418","ASV237","SCF049-2",0,0
"1419","ASV237","SCF049-3",0,0
"1420","ASV237","SCF055-1",0,0
"1421","ASV237","SCF055-4",143,0.000218157076145973
"1422","ASV237","SCF055-5",0,0
"1423","ASV238","SCF049-1",0,0
"1424","ASV238","SCF049-2",0,0
"1425","ASV238","SCF049-3",0,0
"1426","ASV238","SCF055-1",0,0
"1427","ASV238","SCF055-4",0,0
"1428","ASV238","SCF055-5",143,0.000339853934106362
"1429","ASV239","SCF049-1",142,0.000150839976842877
"1430","ASV239","SCF049-2",0,0
"1431","ASV239","SCF049-3",0,0
"1432","ASV239","SCF055-1",0,0
"1433","ASV239","SCF055-4",0,0
"1434","ASV239","SCF055-5",0,0
"1435","ASV240","SCF049-1",0,0
"1436","ASV240","SCF049-2",0,0
"1437","ASV240","SCF049-3",142,0.000299003392214541
"1438","ASV240","SCF055-1",0,0
"1439","ASV240","SCF055-4",0,0
"1440","ASV240","SCF055-5",0,0
"1441","ASV241","SCF049-1",0,0
"1442","ASV241","SCF049-2",0,0
"1443","ASV241","SCF049-3",0,0
"1444","ASV241","SCF055-1",142,0.000602332979851538
"1445","ASV241","SCF055-4",0,0
"1446","ASV241","SCF055-5",0,0
"1447","ASV242","SCF049-1",141,0.000149777723484828
"1448","ASV242","SCF049-2",0,0
"1449","ASV242","SCF049-3",0,0
"1450","ASV242","SCF055-1",0,0
"1451","ASV242","SCF055-4",0,0
"1452","ASV242","SCF055-5",0,0
"1453","ASV243","SCF049-1",0,0
"1454","ASV243","SCF049-2",141,0.000450562724083057
"1455","ASV243","SCF049-3",0,0
"1456","ASV243","SCF055-1",0,0
"1457","ASV243","SCF055-4",0,0
"1458","ASV243","SCF055-5",0,0
"1459","ASV244","SCF049-1",0,0
"1460","ASV244","SCF049-2",0,0
"1461","ASV244","SCF049-3",0,0
"1462","ASV244","SCF055-1",137,0.000581124072110286
"1463","ASV244","SCF055-4",0,0
"1464","ASV244","SCF055-5",0,0
"1465","ASV245","SCF049-1",0,0
"1466","ASV245","SCF049-2",0,0
"1467","ASV245","SCF049-3",0,0
"1468","ASV245","SCF055-1",0,0
"1469","ASV245","SCF055-4",137,0.000209003632391597
"1470","ASV245","SCF055-5",0,0
"1471","ASV246","SCF049-1",0,0
"1472","ASV246","SCF049-2",0,0
"1473","ASV246","SCF049-3",0,0
"1474","ASV246","SCF055-1",136,0.000576882290562036
"1475","ASV246","SCF055-4",0,0
"1476","ASV246","SCF055-5",0,0
"1477","ASV247","SCF049-1",0,0
"1478","ASV247","SCF049-2",0,0
"1479","ASV247","SCF049-3",135,0.000284263788372979
"1480","ASV247","SCF055-1",0,0
"1481","ASV247","SCF055-4",0,0
"1482","ASV247","SCF055-5",0,0
"1483","ASV248","SCF049-1",0,0
"1484","ASV248","SCF049-2",0,0
"1485","ASV248","SCF049-3",0,0
"1486","ASV248","SCF055-1",0,0
"1487","ASV248","SCF055-4",135,0.000205952484473471
"1488","ASV248","SCF055-5",0,0
"1489","ASV249","SCF049-1",0,0
"1490","ASV249","SCF049-2",0,0
"1491","ASV249","SCF049-3",134,0.000282158130681328
"1492","ASV249","SCF055-1",0,0
"1493","ASV249","SCF055-4",0,0
"1494","ASV249","SCF055-5",0,0
"1495","ASV250","SCF049-1",0,0
"1496","ASV250","SCF049-2",0,0
"1497","ASV250","SCF049-3",0,0
"1498","ASV250","SCF055-1",0,0
"1499","ASV250","SCF055-4",134,0.000204426910514408
"1500","ASV250","SCF055-5",0,0
"1501","ASV251","SCF049-1",133,0.000141279696620441
"1502","ASV251","SCF049-2",0,0
"1503","ASV251","SCF049-3",0,0
"1504","ASV251","SCF055-1",0,0
"1505","ASV251","SCF055-4",0,0
"1506","ASV251","SCF055-5",0,0
"1507","ASV252","SCF049-1",0,0
"1508","ASV252","SCF049-2",0,0
"1509","ASV252","SCF049-3",0,0
"1510","ASV252","SCF055-1",0,0
"1511","ASV252","SCF055-4",0,0
"1512","ASV252","SCF055-5",133,0.000316087924728295
"1513","ASV253","SCF049-1",132,0.000140217443262393
"1514","ASV253","SCF049-2",0,0
"1515","ASV253","SCF049-3",0,0
"1516","ASV253","SCF055-1",0,0
"1517","ASV253","SCF055-4",0,0
"1518","ASV253","SCF055-5",0,0
"1519","ASV254","SCF049-1",0,0
"1520","ASV254","SCF049-2",0,0
"1521","ASV254","SCF049-3",0,0
"1522","ASV254","SCF055-1",0,0
"1523","ASV254","SCF055-4",0,0
"1524","ASV254","SCF055-5",132,0.000313711323790488
"1525","ASV255","SCF049-1",0,0
"1526","ASV255","SCF049-2",0,0
"1527","ASV255","SCF049-3",0,0
"1528","ASV255","SCF055-1",0,0
"1529","ASV255","SCF055-4",131,0.00019985018863722
"1530","ASV255","SCF055-5",0,0
"1531","ASV256","SCF049-1",0,0
"1532","ASV256","SCF049-2",0,0
"1533","ASV256","SCF049-3",0,0
"1534","ASV256","SCF055-1",0,0
"1535","ASV256","SCF055-4",131,0.00019985018863722
"1536","ASV256","SCF055-5",0,0
"1537","ASV257","SCF049-1",0,0
"1538","ASV257","SCF049-2",130,0.000415412440643953
"1539","ASV257","SCF049-3",0,0
"1540","ASV257","SCF055-1",0,0
"1541","ASV257","SCF055-4",0,0
"1542","ASV257","SCF055-5",0,0
"1543","ASV258","SCF049-1",0,0
"1544","ASV258","SCF049-2",0,0
"1545","ASV258","SCF049-3",0,0
"1546","ASV258","SCF055-1",0,0
"1547","ASV258","SCF055-4",129,0.000196799040719095
"1548","ASV258","SCF055-5",0,0
"1549","ASV259","SCF049-1",0,0
"1550","ASV259","SCF049-2",0,0
"1551","ASV259","SCF049-3",128,0.000269524184531417
"1552","ASV259","SCF055-1",0,0
"1553","ASV259","SCF055-4",0,0
"1554","ASV259","SCF055-5",0,0
"1555","ASV260","SCF049-1",127,0.00013490617647215
"1556","ASV260","SCF049-2",0,0
"1557","ASV260","SCF049-3",0,0
"1558","ASV260","SCF055-1",0,0
"1559","ASV260","SCF055-4",0,0
"1560","ASV260","SCF055-5",0,0
"1561","ASV261","SCF049-1",0,0
"1562","ASV261","SCF049-2",0,0
"1563","ASV261","SCF049-3",0,0
"1564","ASV261","SCF055-1",0,0
"1565","ASV261","SCF055-4",44,6.71252541987609e-05
"1566","ASV261","SCF055-5",83,0.000197257877837959
"1567","ASV262","SCF049-1",126,0.000133843923114102
"1568","ASV262","SCF049-2",0,0
"1569","ASV262","SCF049-3",0,0
"1570","ASV262","SCF055-1",0,0
"1571","ASV262","SCF055-4",0,0
"1572","ASV262","SCF055-5",0,0
"1573","ASV263","SCF049-1",0,0
"1574","ASV263","SCF049-2",126,0.00040263051939337
"1575","ASV263","SCF049-3",0,0
"1576","ASV263","SCF055-1",0,0
"1577","ASV263","SCF055-4",0,0
"1578","ASV263","SCF055-5",0,0
"1579","ASV264","SCF049-1",0,0
"1580","ASV264","SCF049-2",0,0
"1581","ASV264","SCF049-3",0,0
"1582","ASV264","SCF055-1",125,0.000530222693531283
"1583","ASV264","SCF055-4",0,0
"1584","ASV264","SCF055-5",0,0
"1585","ASV265","SCF049-1",0,0
"1586","ASV265","SCF049-2",0,0
"1587","ASV265","SCF049-3",0,0
"1588","ASV265","SCF055-1",125,0.000530222693531283
"1589","ASV265","SCF055-4",0,0
"1590","ASV265","SCF055-5",0,0
"1591","ASV266","SCF049-1",0,0
"1592","ASV266","SCF049-2",0,0
"1593","ASV266","SCF049-3",0,0
"1594","ASV266","SCF055-1",0,0
"1595","ASV266","SCF055-4",0,0
"1596","ASV266","SCF055-5",125,0.000297075117225841
"1597","ASV267","SCF049-1",124,0.000131719416398005
"1598","ASV267","SCF049-2",0,0
"1599","ASV267","SCF049-3",0,0
"1600","ASV267","SCF055-1",0,0
"1601","ASV267","SCF055-4",0,0
"1602","ASV267","SCF055-5",0,0
"1603","ASV268","SCF049-1",123,0.000130657163039957
"1604","ASV268","SCF049-2",0,0
"1605","ASV268","SCF049-3",0,0
"1606","ASV268","SCF055-1",0,0
"1607","ASV268","SCF055-4",0,0
"1608","ASV268","SCF055-5",0,0
"1609","ASV269","SCF049-1",123,0.000130657163039957
"1610","ASV269","SCF049-2",0,0
"1611","ASV269","SCF049-3",0,0
"1612","ASV269","SCF055-1",0,0
"1613","ASV269","SCF055-4",0,0
"1614","ASV269","SCF055-5",0,0
"1615","ASV270","SCF049-1",0,0
"1616","ASV270","SCF049-2",0,0
"1617","ASV270","SCF049-3",0,0
"1618","ASV270","SCF055-1",0,0
"1619","ASV270","SCF055-4",0,0
"1620","ASV270","SCF055-5",123,0.000292321915350228
"1621","ASV271","SCF049-1",0,0
"1622","ASV271","SCF049-2",0,0
"1623","ASV271","SCF049-3",0,0
"1624","ASV271","SCF055-1",0,0
"1625","ASV271","SCF055-4",0,0
"1626","ASV271","SCF055-5",123,0.000292321915350228
"1627","ASV272","SCF049-1",0,0
"1628","ASV272","SCF049-2",0,0
"1629","ASV272","SCF049-3",122,0.000256890238381507
"1630","ASV272","SCF055-1",0,0
"1631","ASV272","SCF055-4",0,0
"1632","ASV272","SCF055-5",0,0
"1633","ASV273","SCF049-1",0,0
"1634","ASV273","SCF049-2",0,0
"1635","ASV273","SCF049-3",0,0
"1636","ASV273","SCF055-1",122,0.000517497348886532
"1637","ASV273","SCF055-4",0,0
"1638","ASV273","SCF055-5",0,0
"1639","ASV274","SCF049-1",0,0
"1640","ASV274","SCF049-2",0,0
"1641","ASV274","SCF049-3",0,0
"1642","ASV274","SCF055-1",0,0
"1643","ASV274","SCF055-4",0,0
"1644","ASV274","SCF055-5",122,0.000289945314412421
"1645","ASV275","SCF049-1",0,0
"1646","ASV275","SCF049-2",0,0
"1647","ASV275","SCF049-3",0,0
"1648","ASV275","SCF055-1",0,0
"1649","ASV275","SCF055-4",121,0.000184594449046593
"1650","ASV275","SCF055-5",0,0
"1651","ASV276","SCF049-1",120,0.000127470402965811
"1652","ASV276","SCF049-2",0,0
"1653","ASV276","SCF049-3",0,0
"1654","ASV276","SCF055-1",0,0
"1655","ASV276","SCF055-4",0,0
"1656","ASV276","SCF055-5",0,0
"1657","ASV277","SCF049-1",0,0
"1658","ASV277","SCF049-2",0,0
"1659","ASV277","SCF049-3",0,0
"1660","ASV277","SCF055-1",120,0.000509013785790032
"1661","ASV277","SCF055-4",0,0
"1662","ASV277","SCF055-5",0,0
"1663","ASV278","SCF049-1",119,0.000126408149607763
"1664","ASV278","SCF049-2",0,0
"1665","ASV278","SCF049-3",0,0
"1666","ASV278","SCF055-1",0,0
"1667","ASV278","SCF055-4",0,0
"1668","ASV278","SCF055-5",0,0
"1669","ASV279","SCF049-1",0,0
"1670","ASV279","SCF049-2",0,0
"1671","ASV279","SCF049-3",119,0.000250573265306552
"1672","ASV279","SCF055-1",0,0
"1673","ASV279","SCF055-4",0,0
"1674","ASV279","SCF055-5",0,0
"1675","ASV280","SCF049-1",0,0
"1676","ASV280","SCF049-2",0,0
"1677","ASV280","SCF049-3",0,0
"1678","ASV280","SCF055-1",119,0.000504772004241782
"1679","ASV280","SCF055-4",0,0
"1680","ASV280","SCF055-5",0,0
"1681","ASV281","SCF049-1",0,0
"1682","ASV281","SCF049-2",0,0
"1683","ASV281","SCF049-3",0,0
"1684","ASV281","SCF055-1",0,0
"1685","ASV281","SCF055-4",119,0.000181543301128467
"1686","ASV281","SCF055-5",0,0
"1687","ASV282","SCF049-1",0,0
"1688","ASV282","SCF049-2",0,0
"1689","ASV282","SCF049-3",0,0
"1690","ASV282","SCF055-1",0,0
"1691","ASV282","SCF055-4",0,0
"1692","ASV282","SCF055-5",119,0.000282815511599001
"1693","ASV283","SCF049-1",0,0
"1694","ASV283","SCF049-2",118,0.000377066676892204
"1695","ASV283","SCF049-3",0,0
"1696","ASV283","SCF055-1",0,0
"1697","ASV283","SCF055-4",0,0
"1698","ASV283","SCF055-5",0,0
"1699","ASV284","SCF049-1",0,0
"1700","ASV284","SCF049-2",0,0
"1701","ASV284","SCF049-3",117,0.000246361949923249
"1702","ASV284","SCF055-1",0,0
"1703","ASV284","SCF055-4",0,0
"1704","ASV284","SCF055-5",0,0
"1705","ASV285","SCF049-1",0,0
"1706","ASV285","SCF049-2",0,0
"1707","ASV285","SCF049-3",0,0
"1708","ASV285","SCF055-1",0,0
"1709","ASV285","SCF055-4",117,0.000178492153210342
"1710","ASV285","SCF055-5",0,0
"1711","ASV286","SCF049-1",0,0
"1712","ASV286","SCF049-2",0,0
"1713","ASV286","SCF049-3",0,0
"1714","ASV286","SCF055-1",0,0
"1715","ASV286","SCF055-4",0,0
"1716","ASV286","SCF055-5",117,0.000278062309723387
"1717","ASV287","SCF049-1",116,0.000123221389533618
"1718","ASV287","SCF049-2",0,0
"1719","ASV287","SCF049-3",0,0
"1720","ASV287","SCF055-1",0,0
"1721","ASV287","SCF055-4",0,0
"1722","ASV287","SCF055-5",0,0
"1723","ASV288","SCF049-1",116,0.000123221389533618
"1724","ASV288","SCF049-2",0,0
"1725","ASV288","SCF049-3",0,0
"1726","ASV288","SCF055-1",0,0
"1727","ASV288","SCF055-4",0,0
"1728","ASV288","SCF055-5",0,0
"1729","ASV289","SCF049-1",0,0
"1730","ASV289","SCF049-2",0,0
"1731","ASV289","SCF049-3",0,0
"1732","ASV289","SCF055-1",0,0
"1733","ASV289","SCF055-4",115,0.000175441005292216
"1734","ASV289","SCF055-5",0,0
"1735","ASV290","SCF049-1",0,0
"1736","ASV290","SCF049-2",0,0
"1737","ASV290","SCF049-3",0,0
"1738","ASV290","SCF055-1",114,0.00048356309650053
"1739","ASV290","SCF055-4",0,0
"1740","ASV290","SCF055-5",0,0
"1741","ASV291","SCF049-1",0,0
"1742","ASV291","SCF049-2",0,0
"1743","ASV291","SCF049-3",0,0
"1744","ASV291","SCF055-1",0,0
"1745","ASV291","SCF055-4",0,0
"1746","ASV291","SCF055-5",114,0.000270932506909967
"1747","ASV292","SCF049-1",113,0.000120034629459472
"1748","ASV292","SCF049-2",0,0
"1749","ASV292","SCF049-3",0,0
"1750","ASV292","SCF055-1",0,0
"1751","ASV292","SCF055-4",0,0
"1752","ASV292","SCF055-5",0,0
"1753","ASV293","SCF049-1",0,0
"1754","ASV293","SCF049-2",0,0
"1755","ASV293","SCF049-3",0,0
"1756","ASV293","SCF055-1",113,0.00047932131495228
"1757","ASV293","SCF055-4",0,0
"1758","ASV293","SCF055-5",0,0
"1759","ASV294","SCF049-1",112,0.000118972376101424
"1760","ASV294","SCF049-2",0,0
"1761","ASV294","SCF049-3",0,0
"1762","ASV294","SCF055-1",0,0
"1763","ASV294","SCF055-4",0,0
"1764","ASV294","SCF055-5",0,0
"1765","ASV295","SCF049-1",112,0.000118972376101424
"1766","ASV295","SCF049-2",0,0
"1767","ASV295","SCF049-3",0,0
"1768","ASV295","SCF055-1",0,0
"1769","ASV295","SCF055-4",0,0
"1770","ASV295","SCF055-5",0,0
"1771","ASV296","SCF049-1",110,0.000116847869385327
"1772","ASV296","SCF049-2",0,0
"1773","ASV296","SCF049-3",0,0
"1774","ASV296","SCF055-1",0,0
"1775","ASV296","SCF055-4",0,0
"1776","ASV296","SCF055-5",0,0
"1777","ASV297","SCF049-1",0,0
"1778","ASV297","SCF049-2",0,0
"1779","ASV297","SCF049-3",0,0
"1780","ASV297","SCF055-1",0,0
"1781","ASV297","SCF055-4",110,0.000167813135496902
"1782","ASV297","SCF055-5",0,0
"1783","ASV298","SCF049-1",109,0.000115785616027279
"1784","ASV298","SCF049-2",0,0
"1785","ASV298","SCF049-3",0,0
"1786","ASV298","SCF055-1",0,0
"1787","ASV298","SCF055-4",0,0
"1788","ASV298","SCF055-5",0,0
"1789","ASV299","SCF049-1",109,0.000115785616027279
"1790","ASV299","SCF049-2",0,0
"1791","ASV299","SCF049-3",0,0
"1792","ASV299","SCF055-1",0,0
"1793","ASV299","SCF055-4",0,0
"1794","ASV299","SCF055-5",0,0
"1795","ASV300","SCF049-1",0,0
"1796","ASV300","SCF049-2",0,0
"1797","ASV300","SCF049-3",0,0
"1798","ASV300","SCF055-1",107,0.000453870625662778
"1799","ASV300","SCF055-4",0,0
"1800","ASV300","SCF055-5",0,0
"1801","ASV301","SCF049-1",0,0
"1802","ASV301","SCF049-2",0,0
"1803","ASV301","SCF049-3",0,0
"1804","ASV301","SCF055-1",0,0
"1805","ASV301","SCF055-4",107,0.000163236413619714
"1806","ASV301","SCF055-5",0,0
"1807","ASV302","SCF049-1",0,0
"1808","ASV302","SCF049-2",0,0
"1809","ASV302","SCF049-3",0,0
"1810","ASV302","SCF055-1",0,0
"1811","ASV302","SCF055-4",107,0.000163236413619714
"1812","ASV302","SCF055-5",0,0
"1813","ASV303","SCF049-1",0,0
"1814","ASV303","SCF049-2",0,0
"1815","ASV303","SCF049-3",0,0
"1816","ASV303","SCF055-1",0,0
"1817","ASV303","SCF055-4",0,0
"1818","ASV303","SCF055-5",107,0.00025429630034532
"1819","ASV304","SCF049-1",106,0.000112598855953133
"1820","ASV304","SCF049-2",0,0
"1821","ASV304","SCF049-3",0,0
"1822","ASV304","SCF055-1",0,0
"1823","ASV304","SCF055-4",0,0
"1824","ASV304","SCF055-5",0,0
"1825","ASV305","SCF049-1",0,0
"1826","ASV305","SCF049-2",106,0.000338720913140454
"1827","ASV305","SCF049-3",0,0
"1828","ASV305","SCF055-1",0,0
"1829","ASV305","SCF055-4",0,0
"1830","ASV305","SCF055-5",0,0
"1831","ASV306","SCF049-1",0,0
"1832","ASV306","SCF049-2",0,0
"1833","ASV306","SCF049-3",106,0.00022319971531508
"1834","ASV306","SCF055-1",0,0
"1835","ASV306","SCF055-4",0,0
"1836","ASV306","SCF055-5",0,0
"1837","ASV307","SCF049-1",0,0
"1838","ASV307","SCF049-2",105,0.000335525432827808
"1839","ASV307","SCF049-3",0,0
"1840","ASV307","SCF055-1",0,0
"1841","ASV307","SCF055-4",0,0
"1842","ASV307","SCF055-5",0,0
"1843","ASV308","SCF049-1",104,0.000110474349237037
"1844","ASV308","SCF049-2",0,0
"1845","ASV308","SCF049-3",0,0
"1846","ASV308","SCF055-1",0,0
"1847","ASV308","SCF055-4",0,0
"1848","ASV308","SCF055-5",0,0
"1849","ASV309","SCF049-1",104,0.000110474349237037
"1850","ASV309","SCF049-2",0,0
"1851","ASV309","SCF049-3",0,0
"1852","ASV309","SCF055-1",0,0
"1853","ASV309","SCF055-4",0,0
"1854","ASV309","SCF055-5",0,0
"1855","ASV310","SCF049-1",0,0
"1856","ASV310","SCF049-2",104,0.000332329952515163
"1857","ASV310","SCF049-3",0,0
"1858","ASV310","SCF055-1",0,0
"1859","ASV310","SCF055-4",0,0
"1860","ASV310","SCF055-5",0,0
"1861","ASV311","SCF049-1",0,0
"1862","ASV311","SCF049-2",0,0
"1863","ASV311","SCF049-3",104,0.000218988399931777
"1864","ASV311","SCF055-1",0,0
"1865","ASV311","SCF055-4",0,0
"1866","ASV311","SCF055-5",0,0
"1867","ASV312","SCF049-1",0,0
"1868","ASV312","SCF049-2",0,0
"1869","ASV312","SCF049-3",0,0
"1870","ASV312","SCF055-1",104,0.000441145281018028
"1871","ASV312","SCF055-4",0,0
"1872","ASV312","SCF055-5",0,0
"1873","ASV313","SCF049-1",0,0
"1874","ASV313","SCF049-2",0,0
"1875","ASV313","SCF049-3",0,0
"1876","ASV313","SCF055-1",0,0
"1877","ASV313","SCF055-4",0,0
"1878","ASV313","SCF055-5",104,0.0002471664975319
"1879","ASV314","SCF049-1",0,0
"1880","ASV314","SCF049-2",0,0
"1881","ASV314","SCF049-3",103,0.000216882742240125
"1882","ASV314","SCF055-1",0,0
"1883","ASV314","SCF055-4",0,0
"1884","ASV314","SCF055-5",0,0
"1885","ASV315","SCF049-1",102,0.00010834984252094
"1886","ASV315","SCF049-2",0,0
"1887","ASV315","SCF049-3",0,0
"1888","ASV315","SCF055-1",0,0
"1889","ASV315","SCF055-4",0,0
"1890","ASV315","SCF055-5",0,0
"1891","ASV316","SCF049-1",102,0.00010834984252094
"1892","ASV316","SCF049-2",0,0
"1893","ASV316","SCF049-3",0,0
"1894","ASV316","SCF055-1",0,0
"1895","ASV316","SCF055-4",0,0
"1896","ASV316","SCF055-5",0,0
"1897","ASV317","SCF049-1",102,0.00010834984252094
"1898","ASV317","SCF049-2",0,0
"1899","ASV317","SCF049-3",0,0
"1900","ASV317","SCF055-1",0,0
"1901","ASV317","SCF055-4",0,0
"1902","ASV317","SCF055-5",0,0
"1903","ASV318","SCF049-1",0,0
"1904","ASV318","SCF049-2",0,0
"1905","ASV318","SCF049-3",0,0
"1906","ASV318","SCF055-1",0,0
"1907","ASV318","SCF055-4",0,0
"1908","ASV318","SCF055-5",102,0.000242413295656286
"1909","ASV319","SCF049-1",101,0.000107287589162891
"1910","ASV319","SCF049-2",0,0
"1911","ASV319","SCF049-3",0,0
"1912","ASV319","SCF055-1",0,0
"1913","ASV319","SCF055-4",0,0
"1914","ASV319","SCF055-5",0,0
"1915","ASV320","SCF049-1",0,0
"1916","ASV320","SCF049-2",101,0.000322743511577225
"1917","ASV320","SCF049-3",0,0
"1918","ASV320","SCF055-1",0,0
"1919","ASV320","SCF055-4",0,0
"1920","ASV320","SCF055-5",0,0
"1921","ASV321","SCF049-1",0,0
"1922","ASV321","SCF049-2",0,0
"1923","ASV321","SCF049-3",0,0
"1924","ASV321","SCF055-1",0,0
"1925","ASV321","SCF055-4",101,0.000154082969865338
"1926","ASV321","SCF055-5",0,0
"1927","ASV322","SCF049-1",0,0
"1928","ASV322","SCF049-2",0,0
"1929","ASV322","SCF049-3",0,0
"1930","ASV322","SCF055-1",0,0
"1931","ASV322","SCF055-4",101,0.000154082969865338
"1932","ASV322","SCF055-5",0,0
"1933","ASV323","SCF049-1",100,0.000106225335804843
"1934","ASV323","SCF049-2",0,0
"1935","ASV323","SCF049-3",0,0
"1936","ASV323","SCF055-1",0,0
"1937","ASV323","SCF055-4",0,0
"1938","ASV323","SCF055-5",0,0
"1939","ASV324","SCF049-1",0,0
"1940","ASV324","SCF049-2",0,0
"1941","ASV324","SCF049-3",100,0.00021056576916517
"1942","ASV324","SCF055-1",0,0
"1943","ASV324","SCF055-4",0,0
"1944","ASV324","SCF055-5",0,0
"1945","ASV325","SCF049-1",99,0.000105163082446794
"1946","ASV325","SCF049-2",0,0
"1947","ASV325","SCF049-3",0,0
"1948","ASV325","SCF055-1",0,0
"1949","ASV325","SCF055-4",0,0
"1950","ASV325","SCF055-5",0,0
"1951","ASV326","SCF049-1",0,0
"1952","ASV326","SCF049-2",0,0
"1953","ASV326","SCF049-3",0,0
"1954","ASV326","SCF055-1",99,0.000419936373276776
"1955","ASV326","SCF055-4",0,0
"1956","ASV326","SCF055-5",0,0
"1957","ASV327","SCF049-1",0,0
"1958","ASV327","SCF049-2",0,0
"1959","ASV327","SCF049-3",0,0
"1960","ASV327","SCF055-1",0,0
"1961","ASV327","SCF055-4",99,0.000151031821947212
"1962","ASV327","SCF055-5",0,0
"1963","ASV328","SCF049-1",0,0
"1964","ASV328","SCF049-2",0,0
"1965","ASV328","SCF049-3",0,0
"1966","ASV328","SCF055-1",0,0
"1967","ASV328","SCF055-4",99,0.000151031821947212
"1968","ASV328","SCF055-5",0,0
"1969","ASV329","SCF049-1",98,0.000104100829088746
"1970","ASV329","SCF049-2",0,0
"1971","ASV329","SCF049-3",0,0
"1972","ASV329","SCF055-1",0,0
"1973","ASV329","SCF055-4",0,0
"1974","ASV329","SCF055-5",0,0
"1975","ASV330","SCF049-1",0,0
"1976","ASV330","SCF049-2",0,0
"1977","ASV330","SCF049-3",0,0
"1978","ASV330","SCF055-1",0,0
"1979","ASV330","SCF055-4",98,0.000149506247988149
"1980","ASV330","SCF055-5",0,0
"1981","ASV331","SCF049-1",0,0
"1982","ASV331","SCF049-2",0,0
"1983","ASV331","SCF049-3",0,0
"1984","ASV331","SCF055-1",0,0
"1985","ASV331","SCF055-4",0,0
"1986","ASV331","SCF055-5",98,0.00023290689190506
"1987","ASV332","SCF049-1",0,0
"1988","ASV332","SCF049-2",0,0
"1989","ASV332","SCF049-3",0,0
"1990","ASV332","SCF055-1",0,0
"1991","ASV332","SCF055-4",97,0.000147980674029087
"1992","ASV332","SCF055-5",0,0
"1993","ASV333","SCF049-1",0,0
"1994","ASV333","SCF049-2",0,0
"1995","ASV333","SCF049-3",96,0.000202143138398563
